host,date,count
login0.isis.unc.edu,1995-08-28,2
204.178.75.5,1995-08-28,1
204.255.215.30,1995-08-28,2
www-c2.proxy.aol.com,1995-08-29,1
traitor.demon.co.uk,1995-08-29,2
ip206.pom.primenet.com,1995-07-01,1
ug.cs.dal.ca,1995-07-03,2
ns.yomiuri.co.jp,1995-07-04,2
136.186.85.203,1995-07-04,2
laverda.atml.co.uk,1995-07-04,1
host62.ascend.interop.eunet.de,1995-07-04,1
ad02-001.compuserve.com,1995-07-05,1
cust1.max9.washington.dc.ms.uu.net,1995-07-05,4
www-d2.proxy.aol.com,1995-07-06,2
192.234.128.149,1995-07-06,1
pm002-17.dialip.mich.net,1995-07-07,4
140.174.133.150,1995-07-07,2
brault.simon.i8e000.ic.gc.ca,1995-07-07,2
michael.aztec.co.za,1995-07-07,1
bradbury.nrl.navy.mil,1995-07-07,2
www-b6.proxy.aol.com,1995-07-09,7
d28.itsnet.com,1995-07-09,1
pboyer.pascousa.com,1995-07-09,6
142.139.26.142,1995-07-10,7
hal.intranet.on.ca,1995-07-10,1
dialup96-047.swipnet.se,1995-07-11,1
ix-har2-24.ix.netcom.com,1995-07-11,3
find1-cs-1.dial.bright.net,1995-07-12,3
h-abacus.annap.infi.net,1995-07-13,1
ed54.ed.hawaii.edu,1995-07-14,2
141.102.81.249,1995-07-19,1
knuth.mtsu.edu,1995-07-22,4
192.90.127.11,1995-07-24,1
dtnet9-65.dt.navy.mil,1995-07-25,3
131.115.62.139,1995-08-30,1
corp-bbn.infoseek.com,1995-08-30,1
buffnet1.buffnet.net,1995-08-30,1
204.174.70.26,1995-08-31,3
rsilvers.vnet.net,1995-08-31,4
dialup19.hasselt.eunet.be,1995-07-26,1
fkirchman.gsfc.nasa.gov,1995-08-03,1
houston-1-9.i-link.net,1995-08-04,3
128.158.44.232,1995-08-05,1
www-c2.proxy.aol.com,1995-08-06,2
205.197.163.11,1995-08-07,2
hpls01.lsid.hp.com,1995-08-07,1
134.71.12.37,1995-08-10,1
chem-pkelter.unl.edu,1995-08-11,1
dialup08.brussels.eunet.be,1995-08-12,3
199.174.174.14,1995-08-12,2
130.244.97.49,1995-08-13,1
153.36.63.49,1995-08-13,3
192.127.57.28,1995-08-17,2
sp069.cern.ch,1995-08-17,2
levi-pc.jpl.nasa.gov,1995-08-18,1
pm1-21.niia.net,1995-08-20,2
halifax-ts1-63.nstn.ca,1995-08-22,2
sdt.com,1995-08-22,1
204.154.177.9,1995-08-24,2
canyon.geo.swt.edu,1995-08-24,1
pc145.pm.ucalgary.ca,1995-08-24,1
dialup-55.icon-stl.net,1995-08-26,2
okc33.icon.net,1995-08-28,1
ppp201.interealm.com,1995-07-01,1
www-d1.proxy.aol.com,1995-07-04,2
slip23-133.ga.us.ibm.net,1995-07-04,1
newsserver.scs.com.sg,1995-07-05,1
ix-stp-fl1-07.ix.netcom.com,1995-07-07,1
gatekeeper.fcc.gov,1995-07-07,4
ul-mac1.eznet.com,1995-07-07,1
mpd55.msfc.nasa.gov,1995-07-10,2
xcalibur.intnet.net,1995-07-11,1
internet-gw.ford.com,1995-07-12,1
amerind.ppp.america.com,1995-07-12,1
ix-wpb-fl1-24.ix.netcom.com,1995-07-15,3
pc239.admin.uvsc.edu,1995-07-19,1
netcom19.netcom.com,1995-07-19,1
blot.ksc.nasa.gov,1995-07-20,1
buffnet5.buffnet.net,1995-07-20,2
pm2_27.digital.net,1995-07-21,1
198.211.228.15,1995-07-21,1
ix-wc6-02.ix.netcom.com,1995-07-22,2
lib.haifa.ac.il,1995-07-23,1
128.159.123.152,1995-08-30,2
204.176.140.120,1995-08-30,1
ppp70.texoma.com,1995-08-30,1
sctiwiz1.scti.ab.ca,1995-08-30,2
128.159.146.17,1995-07-26,4
chaos.marshall.edu,1995-07-26,2
us2.msrcnavo.navy.mil,1995-07-26,3
fkirchman.gsfc.nasa.gov,1995-07-27,2
danac.skygames.com,1995-07-27,2
dialup96-009.swipnet.se,1995-08-03,3
dial055.mbnet.mb.ca,1995-08-06,19
arhppp13.uni-c.dk,1995-08-08,1
allp.gactr.uga.edu,1995-08-10,1
galois.math.ubc.ca,1995-08-12,1
204.30.72.154,1995-08-12,1
198.83.19.44,1995-08-12,1
wccmacc4.oz.psu.edu,1995-08-15,1
oncomdis.on.ca,1995-08-20,2
t34.dialup.peg.apc.org,1995-08-23,1
jlg.vip.best.com,1995-08-24,1
s102.aquila.com,1995-08-24,1
206.42.116.210,1995-08-25,1
dialup54.azstarnet.com,1995-08-26,2
ih-pc07.cso.uiuc.edu,1995-08-27,4
www-a2.proxy.aol.com,1995-08-28,1
mcrisium.demon.co.uk,1995-07-02,1
denv10.planet.net,1995-07-03,2
yhm0066.bekkoame.or.jp,1995-07-04,2
dialup-2-41.d.umn.edu,1995-07-04,2
piweba3y.prodigy.com,1995-07-06,8
128.158.50.191,1995-07-12,7
dragon.jsums.edu.132.143.in-addr.arpa,1995-07-12,2
128.158.51.181,1995-07-13,1
pmartson.emi.net,1995-07-15,2
slpp-42.fmmo.ca,1995-07-16,2
news.ti.com,1995-07-17,1
pc-128-77.ntc.nokia.com,1995-07-19,1
raphael.marc.gatech.edu,1995-07-19,1
ix-jac1-25.ix.netcom.com,1995-07-20,1
dal01-28.ppp.iadfw.net,1995-07-22,1
129.252.125.156,1995-07-24,1
204.188.48.250,1995-07-25,1
spectrum.xerox.com,1995-07-25,3
tlvpoc.vim.tlt.alcatel.it,1995-07-26,3
ryp93.ryp.umu.se,1995-08-29,1
pm2-20.tricon.net,1995-08-30,1
165.213.131.21,1995-07-26,1
156.68.7.63,1995-07-27,3
pm2_3.digital.net,1995-07-28,1
ix-eve-wa1-26.ix.netcom.com,1995-08-06,2
132.192.100.26,1995-08-07,3
131.6.18.168,1995-08-07,3
baloo.dc.luth.se,1995-08-07,1
demornay.lanl.gov,1995-08-09,3
sojus.strm.ing.tu-bs.de,1995-08-09,1
128.217.62.2,1995-08-11,1
203.255.112.212,1995-08-13,1
www-e1b.gnn.com,1995-08-14,1
pga28.dsto.gov.au,1995-08-16,2
128.158.58.117,1995-08-18,1
das.wang.com,1995-08-19,1
piweba5y.prodigy.com,1995-08-20,5
dd07-013.compuserve.com,1995-08-20,1
cilab_srv02.ci.uminho.pt,1995-08-21,7
dd02-040.compuserve.com,1995-08-21,1
gate.kajima.co.jp,1995-08-22,1
ppp-mia-12.shadow.net,1995-08-23,2
204.89.15.58,1995-08-25,1
163.205.162.150,1995-08-25,1
sinsen.oslonett.no,1995-08-26,1
ix-gra2-16.ix.netcom.com,1995-08-26,1
scooter.pa-x.dec.com,1995-08-27,6
sl-000.sl.cybercomm.net,1995-08-27,2
199.182.95.2,1995-08-28,2
jake-4h.aip.realtime.net,1995-08-28,2
proxy.iijnet.or.jp,1995-07-03,2
136.177.28.203,1995-07-03,2
badboy.iprolink.ch,1995-07-03,1
netspace.net.au,1995-07-04,1
204.179.186.33,1995-07-06,1
www-c2.proxy.aol.com,1995-07-09,11
ix-wc3-17.ix.netcom.com,1995-07-09,2
jbiagioni.npt.nuwc.navy.mil,1995-07-10,4
lme.gsfc.nasa.gov,1995-07-11,1
solaria.liffe.com,1995-07-17,2
204.141.49.31,1995-07-17,2
ftp.rogers.com,1995-07-18,3
quarl24.etek.chalmers.se,1995-07-19,2
inet2.tek.com,1995-07-19,1
pcmt53.open.ac.uk,1995-07-20,3
ix-ftw-tx1-25.ix.netcom.com,1995-07-22,1
www-d4.proxy.aol.com,1995-07-23,1
205.199.96.84,1995-08-30,1
199.1.136.172,1995-08-30,1
128.217.62.2,1995-08-31,3
dhcp130.pcdocs.com,1995-07-27,1
ppp6.cuug.ab.ca,1995-07-28,1
jrca.demon.co.uk,1995-08-04,1
cs2-23.leh.ptd.net,1995-08-05,1
slip108x.slip.colostate.edu,1995-08-06,1
143.248.10.23,1995-08-07,1
cuci.ixe.net,1995-08-08,1
slip-0-14.shore.net,1995-08-08,2
ix-mia1-06.ix.netcom.com,1995-08-10,1
p234.infolink.co.za,1995-08-11,1
198.83.19.47,1995-08-12,1
128.158.66.174,1995-08-15,1
hantsnet.hants.gov.uk,1995-08-16,1
labbcm.bch.umontreal.ca,1995-08-17,1
www-d4.proxy.aol.com,1995-08-19,13
smshub.ksc.nasa.gov,1995-08-22,3
funnel03.btx.dtag.de,1995-08-26,1
gollum.cm.deakin.edu.au,1995-08-29,5
dialup134.tokyo.infoweb.or.jp,1995-08-29,1
202.33.84.251,1995-07-01,1
dialin-ttyq0.sky.net,1995-07-04,2
cs1-03.mah.ptd.net,1995-07-05,1
ppp-nyc-1-46.ios.com,1995-07-08,2
198.6.9.2,1995-07-09,2
138.77.7.181,1995-07-09,2
www-c2.proxy.aol.com,1995-07-12,1
192.146.195.64,1995-07-12,3
pc1085.sph.umich.edu,1995-07-13,1
dialup-3-180.gw.umn.edu,1995-07-16,1
ix-min1-27.ix.netcom.com,1995-07-16,1
158.157.150.6,1995-07-16,1
srt.me.utoronto.ca,1995-07-16,1
pbfreenet.seflin.lib.fl.us,1995-07-18,2
sd_17.pwss.gov.ab.ca,1995-07-20,1
dd06-047.compuserve.com,1995-07-23,2
dwjtv.com,1995-07-26,1
seitti.funet.fi,1995-08-29,1
pong.ping.at,1995-08-31,1
hydra3.wln.com,1995-08-31,2
stargate.ansaldo.it,1995-07-27,1
163.205.156.16,1995-08-01,1
uakombone-pvt-far.uakom.sk,1995-08-04,1
pfizergate.pfizer.com,1995-08-04,2
spider.tbe.com,1995-08-04,1
ix-atl10-08.ix.netcom.com,1995-08-04,16
www-d2.proxy.aol.com,1995-08-06,2
proxy.siemens.co.at,1995-08-07,3
206.24.43.12,1995-08-08,3
www-c2.proxy.aol.com,1995-08-08,1
slip-34-9.ots.utexas.edu,1995-08-09,2
164.116.99.55,1995-08-09,5
jpope.arc.nasa.gov,1995-08-09,1
ganca117.vol.it,1995-08-09,1
server1.opennet.net.au,1995-08-09,1
anx174.ccs.tuns.ca,1995-08-10,1
dialup293.washington.mci.net,1995-08-11,3
204.32.195.41,1995-08-13,5
202.248.29.185,1995-08-13,1
gw1.att.com,1995-08-18,2
128.158.12.151,1995-08-22,3
vagrant.vf.mmc.com,1995-08-23,2
ix-har-pa1-17.ix.netcom.com,1995-08-24,2
rarsen.hip.cam.org,1995-08-27,1
freeway.issy.cnet.fr,1995-08-27,2
dialup004.continet.com,1995-08-27,3
148.201.49.124,1995-08-28,1
ix-mvo-ca1-20.ix.netcom.com,1995-07-02,3
inetg1.arco.com,1995-07-04,4
palazz.pnet.msen.com,1995-07-04,1
grail919.nando.net,1995-07-05,2
134.131.137.27,1995-07-05,1
www-d4.proxy.aol.com,1995-07-07,3
dffl7-26.gate.net,1995-07-07,1
polaris-alt.rtp.dg.com,1995-07-07,1
204.227.197.39,1995-07-08,2
ix-nyc13-20.ix.netcom.com,1995-07-09,3
131.235.106.201,1995-07-10,2
pm008-05.dialip.mich.net,1995-07-10,2
topaz.ctd.anl.gov,1995-07-11,7
sdunham.jsc.nasa.gov,1995-07-12,2
pc-1653.safb.af.mil,1995-07-14,2
ix-dfw10-18.ix.netcom.com,1995-07-15,1
204.131.223.1,1995-07-20,1
line004.nwm.mindlink.net,1995-07-21,6
y.nsf.gov,1995-07-21,1
205.133.101.187,1995-07-21,2
valelab-mac6.ucsf.edu,1995-07-24,5
z023.euronet.nl,1995-08-29,1
p328.pip.dknet.dk,1995-08-29,1
gossip.pyramid.com,1995-08-30,1
ix-wor-ma1-01.ix.netcom.com,1995-08-30,1
defcon1.hip.berkeley.edu,1995-08-30,2
port06.annex1.naples.net,1995-08-30,2
smaug.ptc.mei.com,1995-08-31,1
128.159.112.32,1995-08-31,1
srs.surf.tach.net,1995-07-26,2
gatekeeper.delrina.com,1995-07-27,1
inetsv1.daimon-hs.daimon.toyama.jp,1995-08-03,1
edams.ksc.nasa.gov,1995-08-04,4
163.205.56.149,1995-08-04,1
ix-no2-07.ix.netcom.com,1995-08-06,2
ad08-037.compuserve.com,1995-08-07,1
dialin-ttyqe.sky.net,1995-08-07,1
ng.wgir.com,1995-08-07,2
ssmith.osma.hq.nasa.gov,1995-08-07,1
ad18-037.compuserve.com,1995-08-07,1
lab-228-21.ucs.orst.edu,1995-08-08,1
198.215.66.134,1995-08-08,1
m-arnell.umds.ac.uk,1995-08-10,1
krspc1.rs.kp.dlr.de,1995-08-11,1
199.183.206.43,1995-08-13,3
204.186.10.11,1995-08-13,1
205.184.2.105,1995-08-13,1
batch1151.ucr.edu,1995-08-14,1
pm2_29.digital.net,1995-08-15,1
launcelot.educ.sfu.ca,1995-08-17,3
ix-la2-25.ix.netcom.com,1995-08-18,2
gateway.epoch.com,1995-08-18,2
ppp2-lj2.arnes.si,1995-08-21,2
198.94.133.43,1995-08-23,1
van12360.direct.ca,1995-08-24,1
dialup-74.austin.io.com,1995-08-24,2
ttyt8.tyrell.net,1995-08-26,1
port129.iwaynet.net,1995-08-27,1
ix-esc-ca1-18.ix.netcom.com,1995-08-28,1
163.202.52.32,1995-08-29,1
ix-no2-11.ix.netcom.com,1995-08-29,1
dd13-035.compuserve.com,1995-07-02,1
www-a1.proxy.aol.com,1995-07-03,2
advantis.vnet.ibm.com,1995-07-05,12
ts00-ind-29.iquest.net,1995-07-06,1
hmoore.pdial.interpath.net,1995-07-06,1
www-a1.proxy.aol.com,1995-07-07,3
peg1-ts12.peganet.com,1995-07-10,1
pm1-24.skypoint.net,1995-07-10,2
ppp01-03.advtel.net,1995-07-10,1
www-c6.proxy.aol.com,1995-07-11,1
buleria.dit.upm.es,1995-07-12,1
eda241.lds.loral.com,1995-07-12,10
conch.dny.rockwell.com,1995-07-12,3
superman.cencom.net,1995-07-13,1
helios.astro.uva.nl,1995-07-16,2
lfellow.demon.co.uk,1995-07-16,1
www-c3.proxy.aol.com,1995-07-16,2
ix-aus2-27.ix.netcom.com,1995-07-18,1
tenneys-mac.arl.mil,1995-07-18,5
ts700-609.singnet.com.sg,1995-07-20,2
155.79.151.101,1995-07-21,1
192.138.199.34,1995-08-29,1
128.159.123.77,1995-08-29,1
orion.omsi.edu,1995-08-31,4
ix-sr4-29.ix.netcom.com,1995-08-31,2
slip-4-18.shore.net,1995-07-26,1
dove.che.tohoku.ac.jp,1995-07-27,1
130.110.74.81,1995-07-27,4
192.213.154.220,1995-07-28,1
js002.cc.utsunomiya-u.ac.jp,1995-08-01,1
dialup00.alex.va.qnet.com,1995-08-04,1
128.95.198.46,1995-08-11,1
163.206.113.43,1995-08-11,5
ip20.abilene.tx.interramp.com,1995-08-11,1
howard.cage.curtin.edu.au,1995-08-16,1
wpbfl3-50.gate.net,1995-08-18,13
ts8-11.westwood.ts.ucla.edu,1995-08-19,2
nisc2846.csg.psi.com,1995-08-22,2
n1123628.ksc.nasa.gov,1995-08-23,1
g-gallagher.surgery.gla.ac.uk,1995-08-24,1
ad01-026.compuserve.com,1995-08-24,5
ip231.newark.nj.interramp.com,1995-08-24,1
ts01-ind-16.iquest.net,1995-08-25,2
internet-gw.watson.ibm.com,1995-08-25,1
cust46.max1.orlando.fl.ms.uu.net,1995-08-26,2
host62.ascend.interop.eunet.de,1995-08-27,1
www-d4.proxy.aol.com,1995-07-01,4
pm1-24.america.net,1995-07-01,1
www-b6.proxy.aol.com,1995-07-03,1
ix-bak-ca1-12.ix.netcom.com,1995-07-04,1
204.120.34.106,1995-07-04,2
yasin4an.aero.org,1995-07-05,1
139.169.52.141,1995-07-05,1
yhm0070.bekkoame.or.jp,1995-07-05,2
monolith.uunet.ca,1995-07-06,3
128.159.111.141,1995-07-06,5
sat2.whit.org,1995-07-07,1
ix-pl1-09.ix.netcom.com,1995-07-08,1
www-b3.proxy.aol.com,1995-07-09,5
pool2_13.odyssee.net,1995-07-13,1
gpr-pc.proteon.com,1995-07-13,1
kkibler.larc.nasa.gov,1995-07-14,1
www-d3.proxy.aol.com,1995-07-14,2
204.31.78.85,1995-07-14,1
orl-cubix20a.orl.mmc.com,1995-07-15,1
gsv.gu.se,1995-07-17,3
gatekeeper.eop.gov,1995-07-17,1
mpd9.msfc.nasa.gov,1995-07-18,2
daverosi.ot.buffalo.edu,1995-07-18,2
d169.nnb.interaccess.com,1995-07-18,1
142.145.104.8,1995-07-21,1
user24.bnn-net.or.jp,1995-07-21,2
ball.uunet.ca,1995-07-24,1
147.147.35.126,1995-07-25,1
139.169.128.226,1995-08-29,1
mtd30d.ksc.nasa.gov,1995-08-29,2
kingston13.easynet.co.uk,1995-08-30,1
icaros.softlab.ece.ntua.gr,1995-08-31,1
sw25-157.iol.it,1995-07-27,2
nameserver.pwfl.com,1995-08-04,2
armstrong.cs.buffalo.edu,1995-08-06,1
ph-net0-066.salford.ac.uk,1995-08-10,1
129.100.99.84,1995-08-14,1
waldtsvr.ksc.nasa.gov,1995-08-15,1
198.217.3.82,1995-08-15,1
lizard.bio.indiana.edu,1995-08-22,1
163.206.104.34,1995-08-22,9
dd09-014.compuserve.com,1995-08-25,1
van04114.direct.ca,1995-08-25,2
slip182-195.kw.jp.ibm.net,1995-08-26,1
dal09-24.ppp.iadfw.net,1995-08-27,2
204.164.190.112,1995-08-28,2
node4.abaforum.es,1995-07-01,1
ad02-002.compuserve.com,1995-07-02,2
snickers.cc.macalstr.edu,1995-07-03,1
edtnpt02-port-18.agt.net,1995-07-03,3
dd12-011.compuserve.com,1995-07-04,1
ttyta.tyrell.net,1995-07-06,2
scotts-disk.nrl.navy.mil,1995-07-06,2
piweba2y.prodigy.com,1995-07-06,2
www-b5.proxy.aol.com,1995-07-06,1
ssbuv.gsfc.nasa.gov,1995-07-07,1
epsongw3.epson.co.jp,1995-07-11,1
128.158.53.223,1995-07-12,1
atlas.pfc.forestry.ca,1995-07-12,1
ppp1-lj2.arnes.si,1995-07-13,1
ix-dc10-28.ix.netcom.com,1995-07-15,1
ftp.gensym.com,1995-07-19,10
x58-16.agoff.umn.edu,1995-07-19,5
ro140213.cc.nps.navy.mil,1995-07-19,3
abaco.coastalnet.com,1995-07-19,1
slip216.hk.super.net,1995-08-29,2
www00.btx.dtag.de,1995-08-31,1
mgreen.rehab.lsumc.edu,1995-07-27,1
slip167.slip.uleth.ca,1995-08-01,13
"",1995-08-01,9
spoiriem.pubnix.net,1995-08-03,2
ad05-003.compuserve.com,1995-08-04,1
h98-203.ccnet.com,1995-08-05,2
peg1-ts2.peganet.com,1995-08-07,2
port20.annex2.nwlink.com,1995-08-07,3
m027.fn.net,1995-08-10,1
www-d2.proxy.aol.com,1995-08-10,2
ppp173.aix.or.jp,1995-08-11,2
dd16-033.compuserve.com,1995-08-11,1
163.205.154.17,1995-08-14,3
granite.bgsu.edu,1995-08-15,1
eng14.usask.ca,1995-08-17,1
sets11.sprl.umich.edu,1995-08-21,1
167.114.251.2,1995-08-22,1
erigate.ericsson.se,1995-08-23,1
net-1-163.eden.com,1995-08-24,2
sdoran.ins.hq.nasa.gov,1995-08-25,1
pm-wlsn1-207.coastalnet.com,1995-08-26,1
slip27.netis.com,1995-08-27,2
netcom15.netcom.com,1995-08-28,2
ts2-016.jaxnet.com,1995-08-28,3
www-c9.proxy.aol.com,1995-08-28,1
newglasgow-ts-12.nstn.ca,1995-07-01,1
gf1-a1.corpcomm.net,1995-07-02,3
hfxpm1-d138.atcon.com,1995-07-02,1
estbcsgv.estec.esa.nl,1995-07-03,1
141.204.55.40,1995-07-03,1
dialup-2-89.gw.umn.edu,1995-07-03,11
aeromw.me.gatech.edu,1995-07-04,3
ad06-038.compuserve.com,1995-07-04,1
orlfl2-5.gate.net,1995-07-06,29
netcom2.netcom.com,1995-07-07,2
dd11-048.compuserve.com,1995-07-08,7
xanadu.centrum.is,1995-07-10,2
piweba1y.prodigy.com,1995-07-10,2
news.ti.com,1995-07-13,1
137.33.90.78,1995-07-14,5
hitiij.hitachi.co.jp,1995-07-14,1
www-c3.proxy.aol.com,1995-07-14,1
diala09.aei.ca,1995-07-21,1
aardvarc.demon.co.uk,1995-07-22,1
death.cs.umd.edu,1995-07-24,1
unotv.unomaha.edu,1995-07-25,31
acs2.acs.ucalgary.ca,1995-07-25,1
150.178.3.76,1995-08-29,1
caryldos.fpk.novell.com,1995-08-30,1
ix-bal4-23.ix.netcom.com,1995-08-30,2
monarch.papillion.ne.us,1995-08-04,1
chapman.execpc.com,1995-08-05,1
twndppp32.epix.net,1995-08-06,1
micromatix.jagunet.com,1995-08-06,16
ttych.emi.net,1995-08-06,3
203.13.168.24,1995-08-07,25
scooter.pa-x.dec.com,1995-08-07,11
pm2-09.magicnet.net,1995-08-07,2
tty33.maze.ppp.uab.edu,1995-08-07,2
ix-phx5-02.ix.netcom.com,1995-08-08,2
www-d1.proxy.aol.com,1995-08-08,1
jbstanley.ucs.bsu.edu,1995-08-11,1
141.205.21.38,1995-08-13,1
pl01265.ksc.nasa.gov,1995-08-15,1
barn.owlnet.rice.edu,1995-08-16,1
mundil.cs.mu.oz.au,1995-08-17,1
interlock.turner.com,1995-08-18,1
ix-sj29-21.ix.netcom.com,1995-08-18,1
stockyard47.onramp.net,1995-08-20,1
laptop.netscan.com,1995-08-21,2
h-nightflier.norfolk.infi.net,1995-08-22,2
204.212.240.21,1995-08-22,1
van14391.direct.ca,1995-08-24,2
ppp18.tcs.tulane.edu,1995-08-26,2
myst.top.monad.net,1995-08-27,1
bngrppp39.epix.net,1995-08-27,2
dd12-008.compuserve.com,1995-07-02,2
ad04-017.compuserve.com,1995-07-02,1
128.230.4.244,1995-07-04,4
jck7326.dukepower.com,1995-07-05,1
ppp200.iadfw.net,1995-07-05,2
193.1.142.148,1995-07-06,5
dd02-030.compuserve.com,1995-07-06,1
glm.earthlink.net,1995-07-08,3
mikeyc.earthlink.net,1995-07-09,2
baloo.dc.luth.se,1995-07-09,1
genie-open.gene.com,1995-07-11,6
204.134.97.40,1995-07-11,2
128.104.235.243,1995-07-11,8
www-d4.proxy.aol.com,1995-07-12,4
jaguar.ksc.nasa.gov,1995-07-12,1
pcrg.eng.buffalo.edu,1995-07-13,1
jbiagioni.npt.nuwc.navy.mil,1995-07-13,52
198.70.185.75,1995-07-15,2
port16.modem1.cc.swt.edu,1995-07-16,1
palona1.cns.hp.com,1995-07-18,1
www-b2.proxy.aol.com,1995-07-18,1
204.209.153.26,1995-07-21,1
ppp202.ts2.isdn.net,1995-07-23,1
harpo.riv.csu.edu.au,1995-07-23,1
e659229.boeing.com,1995-07-24,1
ix-akr-oh2-24.ix.netcom.com,1995-07-24,1
teal.ksc.nasa.gov,1995-08-29,4
ttyl4.station.net,1995-08-29,1
n1378682.ksc.nasa.gov,1995-08-31,2
pppex1.asahi-net.or.jp,1995-07-27,1
198.245.141.16,1995-08-03,1
198.59.100.167,1995-08-03,1
ppp21.vestnett.no,1995-08-10,3
hitel.kol.co.kr,1995-08-11,1
151.155.221.84,1995-08-14,2
148.246.247.77,1995-08-14,1
n868338.ksc.nasa.gov,1995-08-14,1
pm2_bu_12.terminus.com,1995-08-17,1
161.98.145.250,1995-08-17,1
itecs5.telecom-co.net,1995-08-17,1
rdr.com,1995-08-18,1
slip-ppp11.ramsey.nis.net,1995-08-23,1
ckurta.lerc.nasa.gov,1995-08-24,1
ad21-002.compuserve.com,1995-08-25,1
204.62.245.32,1995-08-26,4
sln1.asb.com,1995-08-26,1
garcia.efn.org,1995-08-26,1
rrhodes.pdial.interpath.net,1995-08-26,3
www-e1a.gnn.com,1995-08-27,5
ix-vf1-25.ix.netcom.com,1995-08-27,1
larrylarsen.earthlink.net,1995-08-27,2
151.156.41.250,1995-08-28,1
slip52.dialup.mcgill.ca,1995-07-01,1
corp-uu.infoseek.com,1995-07-02,2
dialup-122.lit.intellinet.com,1995-07-02,1
disarray.demon.co.uk,1995-07-02,1
165.164.140.190,1995-07-02,2
www-d2.proxy.aol.com,1995-07-03,1
134.53.64.101,1995-07-03,4
drjo011a041.embratel.net.br,1995-07-04,1
ix-sj28-12.ix.netcom.com,1995-07-05,3
193.118.25.110,1995-07-05,1
mac233.stentor.ca,1995-07-05,1
sudial-91.syr.edu,1995-07-06,8
204.186.16.6,1995-07-06,1
ix-wc1-03.ix.netcom.com,1995-07-08,2
ts3-pt25.pcnet.com,1995-07-10,2
ucicl.eng.uci.edu,1995-07-10,2
koriel.sun.com,1995-07-10,2
cissco.hq.caci.com,1995-07-11,3
pma12.loop.com,1995-07-11,1
monolith.uunet.ca,1995-07-13,2
nt76546.decal.unt.edu,1995-07-13,1
205.164.169.4,1995-07-14,1
spec-01.lib.memphis.edu,1995-07-14,1
smusack.earthlink.net,1995-07-16,1
annex1-p2.census.gov,1995-07-16,2
slip7.sinet.it,1995-07-17,2
ad12-064.compuserve.com,1995-07-17,1
163.205.150.20,1995-07-18,1
sln3.asb.com,1995-07-18,1
199.78.228.2,1995-07-21,2
server.uwindsor.ca,1995-07-21,1
piweba4y.prodigy.com,1995-07-23,3
gatekeeper.mitre.org,1995-07-24,3
jax-b04.gttw.com,1995-07-25,3
ad14-054.compuserve.com,1995-07-25,1
in83e.npt.nuwc.navy.mil,1995-08-29,1
cust43.max3.los-angeles.ca.ms.uu.net,1995-08-29,1
pm1-28.pclink.com,1995-08-30,2
146.79.60.13,1995-08-31,1
bwise.npd.provo.novell.com,1995-07-27,1
128.159.122.233,1995-08-04,1
hamilto1.atw.fullfeed.com,1995-08-05,2
www-c4.proxy.aol.com,1995-08-06,1
gmn2.terranet.com,1995-08-06,1
128.159.145.22,1995-08-07,1
ac195.du.pipex.com,1995-08-07,1
ppp21.cybernet.dk,1995-08-08,2
www-c6.proxy.aol.com,1995-08-10,1
dialup-3-193.gw.umn.edu,1995-08-11,2
ad05-014.compuserve.com,1995-08-12,1
146.164.71.14,1995-08-14,1
163.206.104.34,1995-08-15,14
xteost.nascom.nasa.gov,1995-08-17,2
romeo.rdyne.rockwell.com,1995-08-23,1
belhbucknam.cr.usgs.gov,1995-08-24,2
dialin4.oanet.com,1995-08-25,2
scooter.pa-x.dec.com,1995-08-26,1
cg1.psych.arizona.edu,1995-08-27,1
dialup125.iserv.net,1995-08-28,3
cindy.yamato.ibm.co.jp,1995-08-29,1
204.174.70.17,1995-07-02,3
139.169.173.129,1995-07-07,1
image58.med.uth.tmc.edu,1995-07-07,1
mpdgw2.hmpd.com,1995-07-09,3
wslpz6.wslm.wec.com,1995-07-10,1
sloop.ee.fit.edu,1995-07-11,1
edv19.parlinkom.gv.at,1995-07-12,1
www-b2.proxy.aol.com,1995-07-12,1
128.159.137.22,1995-07-14,2
dialup97-149.swipnet.se,1995-07-16,1
boson.epita.fr,1995-07-19,1
drjo014a099.embratel.net.br,1995-07-20,1
ppp188-63.fla.net,1995-07-20,1
dolemite.seanet.com,1995-07-22,1
ix-wp1-04.ix.netcom.com,1995-07-23,1
slip130.qlink.queensu.ca,1995-07-25,1
erigate.ericsson.se,1995-08-29,1
198.53.64.42,1995-08-29,3
y.nsf.gov,1995-08-30,1
srv1.freenet.calgary.ab.ca,1995-08-30,1
n1032040.ksc.nasa.gov,1995-08-31,1
194.112.84.17,1995-07-28,1
slip4032.sirius.com,1995-08-03,1
aero.zynet.co.uk,1995-08-03,5
ppp7.coara.or.jp,1995-08-05,1
tia1.eskimo.com,1995-08-05,1
piweba5y.prodigy.com,1995-08-05,3
198.83.214.28,1995-08-06,1
142.74.90.146,1995-08-07,3
neteagle.mindspring.com,1995-08-08,1
afm-olsq.risoe.dk,1995-08-09,1
198.113.140.2,1995-08-13,1
139.169.211.86,1995-08-16,1
woozle.eecs.umich.edu,1995-08-16,5
204.255.253.101,1995-08-17,6
128.159.144.38,1995-08-17,5
199.247.19.164,1995-08-18,2
who.mainelink.net,1995-08-21,1
ix-dfw9-20.ix.netcom.com,1995-08-22,2
client-71-72.online.apple.com,1995-08-22,3
